CustomersTargeted,Profit
1235,-448268.19410663313
1236,-448764.1521814648
1237,-449260.14449162345
1238,-449756.1582191149
1239,-450252.1848687936
1240,-450748.22504481877
1241,-451244.27818695566
1242,-451740.3401416112
1243,-452236.4077446307
1244,-452732.47949564917
1245,-453228.55218658724
1246,-453724.65861845325
1247,-454220.7750875171
1248,-454716.89623476873
1249,-455213.04213342955
1250,-455709.20050200383
1251,-456205.3723504054
1252,-456701.5481628914
1253,-457197.72641647124
1254,-457693.9277284516
1255,-458190.1422848064
1256,-458686.3727237921
1257,-459182.61179717403
1258,-459678.86471035605
1259,-460175.1234807175
1260,-460671.3950437414
1261,-461167.66947428347
1262,-461663.94390482554
1263,-462160.22365549585
1264,-462656.50869192416
1265,-463152.80292536726
1266,-463649.1033498635
1267,-464145.4236598149
1268,-464641.76449623745
1269,-465138.1172019102
1270,-465634.492792299
1271,-466130.87317649
1272,-466627.25378154026
1273,-467123.6410437681
1274,-467620.0300865396
1275,-468116.4328238285
1276,-468612.85518485046
1277,-469109.31964983983
1278,-469605.79612739803
1279,-470102.3064428254
1280,-470598.87721417344
1281,-471095.45272194734
1282,-471592.0335602541
1283,-472088.6193842243
1284,-472585.2247251959
1285,-473081.83219123015
1286,-473578.4569553635
1287,-474075.0824809606
1288,-474571.737282205
1289,-475068.41991539806
1290,-475565.11404922366
1291,-476061.8281377037
1292,-476558.59252538125
1293,-477055.38082042383
1294,-477552.18864813546
1295,-478049.01208649273
1296,-478545.84103542275
1297,-479042.6918321706
1298,-479539.5426289184
1299,-480036.40478242614
1300,-480533.2839658084
1301,-481030.1874047093
1302,-481527.1236854121
1303,-482024.093735424
1304,-482521.1004951961
1305,-483018.1297261767
1306,-483515.16139092826
1307,-484012.21165428514
1308,-484509.2838528406
1309,-485006.35632309836
1310,-485503.4419343656
1311,-486000.5284608216
1312,-486497.6211819266
1313,-486994.7599555617
1314,-487491.9258799887
1315,-487989.1173863914
1316,-488486.3185764859
1317,-488983.5263225983
1318,-489480.7387331934
1319,-489977.95580249553
1320,-490475.1749280646
1321,-490972.4288919217
1322,-491469.7070059542
1323,-491967.0189662778
1324,-492464.34483393165
1325,-492961.69105610764
1326,-493459.0518422784
1327,-493956.4314616642
1328,-494453.81108105
1329,-494951.19403946016
1330,-495448.64078085526
1331,-495946.09704274294
1332,-496443.5636386937
1333,-496941.04375652113
1334,-497438.5642394263
1335,-497936.10783366126
1336,-498433.67439347034
1337,-498931.2632438684
1338,-499428.8712607505
1339,-499926.50123702845
1340,-500424.14474025293
1341,-500921.8116846904
1342,-501419.4786291279
1343,-501917.17324840836
1344,-502414.9065881056
1345,-502912.6631737599
1346,-503410.45194108173
1347,-503908.25243797427
1348,-504406.06318642636
1349,-504903.8745592198
1350,-505401.69605738105
1351,-505899.51779193257
1352,-506397.3846500737
1353,-506895.2740166547
1354,-507393.1709499906
1355,-507891.06788332656
1356,-508388.97327779164
1357,-508886.9016419776
1358,-509384.8306380594
1359,-509882.7824421381
1360,-510380.7450387679
1361,-510878.7478626629
1362,-511376.76928289415
1363,-511874.81173074315
1364,-512372.8626841623
1365,-512870.923652164
1366,-513368.9954268914
1367,-513867.0751062066
1368,-514365.15562495234
1369,-514863.2563950679
1370,-515361.3929269245
1371,-515859.54129504756
1372,-516357.71779073606
1373,-516855.90955729363
1374,-517354.1918411794
1375,-517852.73287262337
1376,-518351.2792970887
1377,-518849.84183595964
1378,-519348.42039249843
1379,-519847.0042668182
1380,-520345.5987446092
1381,-520844.1932224002
1382,-521342.79298590537
1383,-521841.3980244597
1384,-522340.00306301407
1385,-522838.6186197197
1386,-523337.2394195514
1387,-523835.8602193831
1388,-524334.491473628
1389,-524833.127939184
1390,-525331.76440474
1391,-525830.4112611874
1392,-526329.0632972392
1393,-526827.7153332911
1394,-527326.367369343
1395,-527825.0297329813
1396,-528323.7023821238
1397,-528822.3903808291
1398,-529321.0783795344
1399,-529819.7765589607
1400,-530318.5000077734
1401,-530817.3053355098
1402,-531316.1174654141
1403,-531814.990072393
1404,-532313.9123768004
1405,-532813.2988128791
1406,-533312.7603258633
1407,-533812.7603258633
1408,-534312.7603258633
1409,-534812.7603258633
